c_date,iso2,iso3,code3,FIPS,Province_State,Country_Region,Population,Death
11/17/21,US,USA,840,8,Colorado,US,5758736,8783
11/18/21,US,USA,840,8,Colorado,US,5758736,8834
11/19/21,US,USA,840,8,Colorado,US,5758736,8878
11/20/21,US,USA,840,8,Colorado,US,5758736,8878
11/21/21,US,USA,840,8,Colorado,US,5758736,8878
11/22/21,US,USA,840,8,Colorado,US,5758736,8951
11/23/21,US,USA,840,8,Colorado,US,5758736,9012
11/24/21,US,USA,840,8,Colorado,US,5758736,9064
11/25/21,US,USA,840,8,Colorado,US,5758736,9081
11/26/21,US,USA,840,8,Colorado,US,5758736,9100
11/27/21,US,USA,840,8,Colorado,US,5758736,9100
11/28/21,US,USA,840,8,Colorado,US,5758736,9100
11/29/21,US,USA,840,8,Colorado,US,5758736,9151
11/30/21,US,USA,840,8,Colorado,US,5758736,9193
12/1/21,US,USA,840,8,Colorado,US,5758736,9276
12/2/21,US,USA,840,8,Colorado,US,5758736,9336
12/3/21,US,USA,840,8,Colorado,US,5758736,9344
12/4/21,US,USA,840,8,Colorado,US,5758736,9344
12/5/21,US,USA,840,8,Colorado,US,5758736,9344
12/6/21,US,USA,840,8,Colorado,US,5758736,9380
12/7/21,US,USA,840,8,Colorado,US,5758736,9465
12/8/21,US,USA,840,8,Colorado,US,5758736,9495
12/9/21,US,USA,840,8,Colorado,US,5758736,9554
12/10/21,US,USA,840,8,Colorado,US,5758736,9627
12/11/21,US,USA,840,8,Colorado,US,5758736,9627
12/12/21,US,USA,840,8,Colorado,US,5758736,9627
12/13/21,US,USA,840,8,Colorado,US,5758736,9670
12/14/21,US,USA,840,8,Colorado,US,5758736,9740
12/15/21,US,USA,840,8,Colorado,US,5758736,9780
12/16/21,US,USA,840,8,Colorado,US,5758736,9841
12/17/21,US,USA,840,8,Colorado,US,5758736,9862
12/18/21,US,USA,840,8,Colorado,US,5758736,9864
12/19/21,US,USA,840,8,Colorado,US,5758736,9864
12/20/21,US,USA,840,8,Colorado,US,5758736,9918
12/21/21,US,USA,840,8,Colorado,US,5758736,10004
12/22/21,US,USA,840,8,Colorado,US,5758736,10038
12/23/21,US,USA,840,8,Colorado,US,5758736,10052
12/24/21,US,USA,840,8,Colorado,US,5758736,10074
12/25/21,US,USA,840,8,Colorado,US,5758736,10074
12/26/21,US,USA,840,8,Colorado,US,5758736,10074
12/27/21,US,USA,840,8,Colorado,US,5758736,10077
12/28/21,US,USA,840,8,Colorado,US,5758736,10169
12/29/21,US,USA,840,8,Colorado,US,5758736,10198
12/30/21,US,USA,840,8,Colorado,US,5758736,10240
12/31/21,US,USA,840,8,Colorado,US,5758736,10271
1/1/22,US,USA,840,8,Colorado,US,5758736,10271
1/2/22,US,USA,840,8,Colorado,US,5758736,10271
1/3/22,US,USA,840,8,Colorado,US,5758736,10293
1/4/22,US,USA,840,8,Colorado,US,5758736,10335
1/5/22,US,USA,840,8,Colorado,US,5758736,10354
1/6/22,US,USA,840,8,Colorado,US,5758736,10402
1/7/22,US,USA,840,8,Colorado,US,5758736,10425
1/8/22,US,USA,840,8,Colorado,US,5758736,10425
1/9/22,US,USA,840,8,Colorado,US,5758736,10425
1/10/22,US,USA,840,8,Colorado,US,5758736,10466
1/11/22,US,USA,840,8,Colorado,US,5758736,10528
1/12/22,US,USA,840,8,Colorado,US,5758736,10552
1/13/22,US,USA,840,8,Colorado,US,5758736,10582
1/14/22,US,USA,840,8,Colorado,US,5758736,10614
1/15/22,US,USA,840,8,Colorado,US,5758736,10616
1/16/22,US,USA,840,8,Colorado,US,5758736,10616
1/17/22,US,USA,840,8,Colorado,US,5758736,10659
1/18/22,US,USA,840,8,Colorado,US,5758736,10662
1/19/22,US,USA,840,8,Colorado,US,5758736,10726
1/20/22,US,USA,840,8,Colorado,US,5758736,10768
1/21/22,US,USA,840,8,Colorado,US,5758736,10800
1/22/22,US,USA,840,8,Colorado,US,5758736,10799
1/23/22,US,USA,840,8,Colorado,US,5758736,10799
1/24/22,US,USA,840,8,Colorado,US,5758736,10847
1/25/22,US,USA,840,8,Colorado,US,5758736,10933
1/26/22,US,USA,840,8,Colorado,US,5758736,10953
1/27/22,US,USA,840,8,Colorado,US,5758736,11005
1/28/22,US,USA,840,8,Colorado,US,5758736,11061
1/29/22,US,USA,840,8,Colorado,US,5758736,11061
1/30/22,US,USA,840,8,Colorado,US,5758736,11061
1/31/22,US,USA,840,8,Colorado,US,5758736,11115
2/1/22,US,USA,840,8,Colorado,US,5758736,11164
2/2/22,US,USA,840,8,Colorado,US,5758736,11178
2/3/22,US,USA,840,8,Colorado,US,5758736,11194
2/4/22,US,USA,840,8,Colorado,US,5758736,11202
2/5/22,US,USA,840,8,Colorado,US,5758736,11202
2/6/22,US,USA,840,8,Colorado,US,5758736,11202
2/7/22,US,USA,840,8,Colorado,US,5758736,11404
2/8/22,US,USA,840,8,Colorado,US,5758736,11416
2/9/22,US,USA,840,8,Colorado,US,5758736,11538
2/10/22,US,USA,840,8,Colorado,US,5758736,11583
2/11/22,US,USA,840,8,Colorado,US,5758736,11601
2/12/22,US,USA,840,8,Colorado,US,5758736,11601
2/13/22,US,USA,840,8,Colorado,US,5758736,11601
2/14/22,US,USA,840,8,Colorado,US,5758736,11634
2/15/22,US,USA,840,8,Colorado,US,5758736,11650
2/16/22,US,USA,840,8,Colorado,US,5758736,11659
2/17/22,US,USA,840,8,Colorado,US,5758736,11675
2/18/22,US,USA,840,8,Colorado,US,5758736,11681
2/19/22,US,USA,840,8,Colorado,US,5758736,11681
2/20/22,US,USA,840,8,Colorado,US,5758736,11681
2/21/22,US,USA,840,8,Colorado,US,5758736,11689
2/22/22,US,USA,840,8,Colorado,US,5758736,11705
2/23/22,US,USA,840,8,Colorado,US,5758736,11729
2/24/22,US,USA,840,8,Colorado,US,5758736,11750
2/25/22,US,USA,840,8,Colorado,US,5758736,11752
2/26/22,US,USA,840,8,Colorado,US,5758736,11752
2/27/22,US,USA,840,8,Colorado,US,5758736,11752
2/28/22,US,USA,840,8,Colorado,US,5758736,11772
3/1/22,US,USA,840,8,Colorado,US,5758736,11794
3/2/22,US,USA,840,8,Colorado,US,5758736,11801
3/3/22,US,USA,840,8,Colorado,US,5758736,11809
3/4/22,US,USA,840,8,Colorado,US,5758736,11810
3/5/22,US,USA,840,8,Colorado,US,5758736,11810
1/22/20,US,USA,840,9,Connecticut,US,3565287,0
1/23/20,US,USA,840,9,Connecticut,US,3565287,0
1/24/20,US,USA,840,9,Connecticut,US,3565287,0
1/25/20,US,USA,840,9,Connecticut,US,3565287,0
1/26/20,US,USA,840,9,Connecticut,US,3565287,0
1/27/20,US,USA,840,9,Connecticut,US,3565287,0
1/28/20,US,USA,840,9,Connecticut,US,3565287,0
1/29/20,US,USA,840,9,Connecticut,US,3565287,0
1/30/20,US,USA,840,9,Connecticut,US,3565287,0
1/31/20,US,USA,840,9,Connecticut,US,3565287,0
2/1/20,US,USA,840,9,Connecticut,US,3565287,0
2/2/20,US,USA,840,9,Connecticut,US,3565287,0
2/3/20,US,USA,840,9,Connecticut,US,3565287,0
2/4/20,US,USA,840,9,Connecticut,US,3565287,0
2/5/20,US,USA,840,9,Connecticut,US,3565287,0
2/6/20,US,USA,840,9,Connecticut,US,3565287,0
2/7/20,US,USA,840,9,Connecticut,US,3565287,0
2/8/20,US,USA,840,9,Connecticut,US,3565287,0
2/9/20,US,USA,840,9,Connecticut,US,3565287,0
2/10/20,US,USA,840,9,Connecticut,US,3565287,0
2/11/20,US,USA,840,9,Connecticut,US,3565287,0
2/12/20,US,USA,840,9,Connecticut,US,3565287,0
2/13/20,US,USA,840,9,Connecticut,US,3565287,0
2/14/20,US,USA,840,9,Connecticut,US,3565287,0
2/15/20,US,USA,840,9,Connecticut,US,3565287,0
2/16/20,US,USA,840,9,Connecticut,US,3565287,0
2/17/20,US,USA,840,9,Connecticut,US,3565287,0
2/18/20,US,USA,840,9,Connecticut,US,3565287,0
2/19/20,US,USA,840,9,Connecticut,US,3565287,0
2/20/20,US,USA,840,9,Connecticut,US,3565287,0
2/21/20,US,USA,840,9,Connecticut,US,3565287,0
2/22/20,US,USA,840,9,Connecticut,US,3565287,0
2/23/20,US,USA,840,9,Connecticut,US,3565287,0
2/24/20,US,USA,840,9,Connecticut,US,3565287,0
2/25/20,US,USA,840,9,Connecticut,US,3565287,0
2/26/20,US,USA,840,9,Connecticut,US,3565287,0
2/27/20,US,USA,840,9,Connecticut,US,3565287,0
2/28/20,US,USA,840,9,Connecticut,US,3565287,0
2/29/20,US,USA,840,9,Connecticut,US,3565287,0
3/1/20,US,USA,840,9,Connecticut,US,3565287,0
3/2/20,US,USA,840,9,Connecticut,US,3565287,0
3/3/20,US,USA,840,9,Connecticut,US,3565287,0
3/4/20,US,USA,840,9,Connecticut,US,3565287,0
3/5/20,US,USA,840,9,Connecticut,US,3565287,0
3/6/20,US,USA,840,9,Connecticut,US,3565287,0
3/7/20,US,USA,840,9,Connecticut,US,3565287,0
3/8/20,US,USA,840,9,Connecticut,US,3565287,0
3/9/20,US,USA,840,9,Connecticut,US,3565287,0
3/10/20,US,USA,840,9,Connecticut,US,3565287,0
3/11/20,US,USA,840,9,Connecticut,US,3565287,0
3/12/20,US,USA,840,9,Connecticut,US,3565287,0
3/13/20,US,USA,840,9,Connecticut,US,3565287,0
3/14/20,US,USA,840,9,Connecticut,US,3565287,0
3/15/20,US,USA,840,9,Connecticut,US,3565287,0
3/16/20,US,USA,840,9,Connecticut,US,3565287,0
3/17/20,US,USA,840,9,Connecticut,US,3565287,0
3/18/20,US,USA,840,9,Connecticut,US,3565287,1
3/19/20,US,USA,840,9,Connecticut,US,3565287,3
3/20/20,US,USA,840,9,Connecticut,US,3565287,4
3/21/20,US,USA,840,9,Connecticut,US,3565287,4
3/22/20,US,USA,840,9,Connecticut,US,3565287,8
3/23/20,US,USA,840,9,Connecticut,US,3565287,10
3/24/20,US,USA,840,9,Connecticut,US,3565287,12
3/25/20,US,USA,840,9,Connecticut,US,3565287,19
3/26/20,US,USA,840,9,Connecticut,US,3565287,21
3/27/20,US,USA,840,9,Connecticut,US,3565287,27
3/28/20,US,USA,840,9,Connecticut,US,3565287,33
3/29/20,US,USA,840,9,Connecticut,US,3565287,34
3/30/20,US,USA,840,9,Connecticut,US,3565287,36
3/31/20,US,USA,840,9,Connecticut,US,3565287,69
4/1/20,US,USA,840,9,Connecticut,US,3565287,85
4/2/20,US,USA,840,9,Connecticut,US,3565287,112
4/3/20,US,USA,840,9,Connecticut,US,3565287,131
4/4/20,US,USA,840,9,Connecticut,US,3565287,165
4/5/20,US,USA,840,9,Connecticut,US,3565287,189
4/6/20,US,USA,840,9,Connecticut,US,3565287,206
4/7/20,US,USA,840,9,Connecticut,US,3565287,277
4/8/20,US,USA,840,9,Connecticut,US,3565287,326
4/9/20,US,USA,840,9,Connecticut,US,3565287,380
4/10/20,US,USA,840,9,Connecticut,US,3565287,448
4/11/20,US,USA,840,9,Connecticut,US,3565287,494
4/12/20,US,USA,840,9,Connecticut,US,3565287,554
4/13/20,US,USA,840,9,Connecticut,US,3565287,602
4/14/20,US,USA,840,9,Connecticut,US,3565287,671
4/15/20,US,USA,840,9,Connecticut,US,3565287,868
4/16/20,US,USA,840,9,Connecticut,US,3565287,971
4/17/20,US,USA,840,9,Connecticut,US,3565287,1036
4/18/20,US,USA,840,9,Connecticut,US,3565287,1086
4/19/20,US,USA,840,9,Connecticut,US,3565287,1127
4/20/20,US,USA,840,9,Connecticut,US,3565287,1331
4/21/20,US,USA,840,9,Connecticut,US,3565287,1423
4/22/20,US,USA,840,9,Connecticut,US,3565287,1544
4/23/20,US,USA,840,9,Connecticut,US,3565287,1639
4/24/20,US,USA,840,9,Connecticut,US,3565287,1767
4/25/20,US,USA,840,9,Connecticut,US,3565287,1865
4/26/20,US,USA,840,9,Connecticut,US,3565287,1924
4/27/20,US,USA,840,9,Connecticut,US,3565287,2012
4/28/20,US,USA,840,9,Connecticut,US,3565287,2087
4/29/20,US,USA,840,9,Connecticut,US,3565287,2169
4/30/20,US,USA,840,9,Connecticut,US,3565287,2257
5/1/20,US,USA,840,9,Connecticut,US,3565287,2339
5/2/20,US,USA,840,9,Connecticut,US,3565287,2436
5/3/20,US,USA,840,9,Connecticut,US,3565287,2436
5/4/20,US,USA,840,9,Connecticut,US,3565287,2556
5/5/20,US,USA,840,9,Connecticut,US,3565287,2633
5/6/20,US,USA,840,9,Connecticut,US,3565287,2718
5/7/20,US,USA,840,9,Connecticut,US,3565287,2797
5/8/20,US,USA,840,9,Connecticut,US,3565287,2874
5/9/20,US,USA,840,9,Connecticut,US,3565287,2932
5/10/20,US,USA,840,9,Connecticut,US,3565287,2967
5/11/20,US,USA,840,9,Connecticut,US,3565287,3008
5/12/20,US,USA,840,9,Connecticut,US,3565287,3041
5/13/20,US,USA,840,9,Connecticut,US,3565287,3125
5/14/20,US,USA,840,9,Connecticut,US,3565287,3219
5/15/20,US,USA,840,9,Connecticut,US,3565287,3285
5/16/20,US,USA,840,9,Connecticut,US,3565287,3339
5/17/20,US,USA,840,9,Connecticut,US,3565287,3408
5/18/20,US,USA,840,9,Connecticut,US,3565287,3450
5/19/20,US,USA,840,9,Connecticut,US,3565287,3472
5/20/20,US,USA,840,9,Connecticut,US,3565287,3529
5/21/20,US,USA,840,9,Connecticut,US,3565287,3583
5/22/20,US,USA,840,9,Connecticut,US,3565287,3637
5/23/20,US,USA,840,9,Connecticut,US,3565287,3675
5/24/20,US,USA,840,9,Connecticut,US,3565287,3693
5/25/20,US,USA,840,9,Connecticut,US,3565287,3742
5/26/20,US,USA,840,9,Connecticut,US,3565287,3769
5/27/20,US,USA,840,9,Connecticut,US,3565287,3803
5/28/20,US,USA,840,9,Connecticut,US,3565287,3826
5/29/20,US,USA,840,9,Connecticut,US,3565287,3868
5/30/20,US,USA,840,9,Connecticut,US,3565287,3912
5/31/20,US,USA,840,9,Connecticut,US,3565287,3944
6/1/20,US,USA,840,9,Connecticut,US,3565287,3970
6/2/20,US,USA,840,9,Connecticut,US,3565287,3972
6/3/20,US,USA,840,9,Connecticut,US,3565287,3989
6/4/20,US,USA,840,9,Connecticut,US,3565287,4007
6/5/20,US,USA,840,9,Connecticut,US,3565287,4038
6/6/20,US,USA,840,9,Connecticut,US,3565287,4055
6/7/20,US,USA,840,9,Connecticut,US,3565287,4071
6/8/20,US,USA,840,9,Connecticut,US,3565287,4084
6/9/20,US,USA,840,9,Connecticut,US,3565287,4097
6/10/20,US,USA,840,9,Connecticut,US,3565287,4120
6/11/20,US,USA,840,9,Connecticut,US,3565287,4146
6/12/20,US,USA,840,9,Connecticut,US,3565287,4159
6/13/20,US,USA,840,9,Connecticut,US,3565287,4186
6/14/20,US,USA,840,9,Connecticut,US,3565287,4201
6/15/20,US,USA,840,9,Connecticut,US,3565287,4204
6/16/20,US,USA,840,9,Connecticut,US,3565287,4210
6/17/20,US,USA,840,9,Connecticut,US,3565287,4219
6/18/20,US,USA,840,9,Connecticut,US,3565287,4226
6/19/20,US,USA,840,9,Connecticut,US,3565287,4238
6/20/20,US,USA,840,9,Connecticut,US,3565287,4251
6/21/20,US,USA,840,9,Connecticut,US,3565287,4260
6/22/20,US,USA,840,9,Connecticut,US,3565287,4263
6/23/20,US,USA,840,9,Connecticut,US,3565287,4277
6/24/20,US,USA,840,9,Connecticut,US,3565287,4287
6/25/20,US,USA,840,9,Connecticut,US,3565287,4298
6/26/20,US,USA,840,9,Connecticut,US,3565287,4307
6/27/20,US,USA,840,9,Connecticut,US,3565287,4311
6/28/20,US,USA,840,9,Connecticut,US,3565287,4316
6/29/20,US,USA,840,9,Connecticut,US,3565287,4320
6/30/20,US,USA,840,9,Connecticut,US,3565287,4322
7/1/20,US,USA,840,9,Connecticut,US,3565287,4324
7/2/20,US,USA,840,9,Connecticut,US,3565287,4326
7/3/20,US,USA,840,9,Connecticut,US,3565287,4335
7/4/20,US,USA,840,9,Connecticut,US,3565287,4335
7/5/20,US,USA,840,9,Connecticut,US,3565287,4335
7/6/20,US,USA,840,9,Connecticut,US,3565287,4338
7/7/20,US,USA,840,9,Connecticut,US,3565287,4338
7/8/20,US,USA,840,9,Connecticut,US,3565287,4343
7/9/20,US,USA,840,9,Connecticut,US,3565287,4348
7/10/20,US,USA,840,9,Connecticut,US,3565287,4348
7/11/20,US,USA,840,9,Connecticut,US,3565287,4348
7/12/20,US,USA,840,9,Connecticut,US,3565287,4348
7/13/20,US,USA,840,9,Connecticut,US,3565287,4371
7/14/20,US,USA,840,9,Connecticut,US,3565287,4372
7/15/20,US,USA,840,9,Connecticut,US,3565287,4380
7/16/20,US,USA,840,9,Connecticut,US,3565287,4389
7/17/20,US,USA,840,9,Connecticut,US,3565287,4396
7/18/20,US,USA,840,9,Connecticut,US,3565287,4396
7/19/20,US,USA,840,9,Connecticut,US,3565287,4396
7/20/20,US,USA,840,9,Connecticut,US,3565287,4406
7/21/20,US,USA,840,9,Connecticut,US,3565287,4406
7/22/20,US,USA,840,9,Connecticut,US,3565287,4406
7/23/20,US,USA,840,9,Connecticut,US,3565287,4410
7/24/20,US,USA,840,9,Connecticut,US,3565287,4413
7/25/20,US,USA,840,9,Connecticut,US,3565287,4413
7/26/20,US,USA,840,9,Connecticut,US,3565287,4413
7/27/20,US,USA,840,9,Connecticut,US,3565287,4418
7/28/20,US,USA,840,9,Connecticut,US,3565287,4423
7/29/20,US,USA,840,9,Connecticut,US,3565287,4425
7/30/20,US,USA,840,9,Connecticut,US,3565287,4431
7/31/20,US,USA,840,9,Connecticut,US,3565287,4432
8/1/20,US,USA,840,9,Connecticut,US,3565287,4432
8/2/20,US,USA,840,9,Connecticut,US,3565287,4432
8/3/20,US,USA,840,9,Connecticut,US,3565287,4437
8/4/20,US,USA,840,9,Connecticut,US,3565287,4437
8/5/20,US,USA,840,9,Connecticut,US,3565287,4437
8/6/20,US,USA,840,9,Connecticut,US,3565287,4437
8/7/20,US,USA,840,9,Connecticut,US,3565287,4441
8/8/20,US,USA,840,9,Connecticut,US,3565287,4441
8/9/20,US,USA,840,9,Connecticut,US,3565287,4441
8/10/20,US,USA,840,9,Connecticut,US,3565287,4444
8/11/20,US,USA,840,9,Connecticut,US,3565287,4444
8/12/20,US,USA,840,9,Connecticut,US,3565287,4450
8/13/20,US,USA,840,9,Connecticut,US,3565287,4450
8/14/20,US,USA,840,9,Connecticut,US,3565287,4453
8/15/20,US,USA,840,9,Connecticut,US,3565287,4453
8/16/20,US,USA,840,9,Connecticut,US,3565287,4453
8/17/20,US,USA,840,9,Connecticut,US,3565287,4456
8/18/20,US,USA,840,9,Connecticut,US,3565287,4456
8/19/20,US,USA,840,9,Connecticut,US,3565287,4457
8/20/20,US,USA,840,9,Connecticut,US,3565287,4458
8/21/20,US,USA,840,9,Connecticut,US,3565287,4460
8/22/20,US,USA,840,9,Connecticut,US,3565287,4460
8/23/20,US,USA,840,9,Connecticut,US,3565287,4460
8/24/20,US,USA,840,9,Connecticut,US,3565287,4460
8/25/20,US,USA,840,9,Connecticut,US,3565287,4463
8/26/20,US,USA,840,9,Connecticut,US,3565287,4463
8/27/20,US,USA,840,9,Connecticut,US,3565287,4465
8/28/20,US,USA,840,9,Connecticut,US,3565287,4465
8/29/20,US,USA,840,9,Connecticut,US,3565287,4465
8/30/20,US,USA,840,9,Connecticut,US,3565287,4465
8/31/20,US,USA,840,9,Connecticut,US,3565287,4465
9/1/20,US,USA,840,9,Connecticut,US,3565287,4466
9/2/20,US,USA,840,9,Connecticut,US,3565287,4467
9/3/20,US,USA,840,9,Connecticut,US,3565287,4468
9/4/20,US,USA,840,9,Connecticut,US,3565287,4468
9/5/20,US,USA,840,9,Connecticut,US,3565287,4468
9/6/20,US,USA,840,9,Connecticut,US,3565287,4468
9/7/20,US,USA,840,9,Connecticut,US,3565287,4468
9/8/20,US,USA,840,9,Connecticut,US,3565287,4474
9/9/20,US,USA,840,9,Connecticut,US,3565287,4474
9/10/20,US,USA,840,9,Connecticut,US,3565287,4478
9/11/20,US,USA,840,9,Connecticut,US,3565287,4480
9/12/20,US,USA,840,9,Connecticut,US,3565287,4480
9/13/20,US,USA,840,9,Connecticut,US,3565287,4480
9/14/20,US,USA,840,9,Connecticut,US,3565287,4485
9/15/20,US,USA,840,9,Connecticut,US,3565287,4485
9/16/20,US,USA,840,9,Connecticut,US,3565287,4487
9/17/20,US,USA,840,9,Connecticut,US,3565287,4488
9/18/20,US,USA,840,9,Connecticut,US,3565287,4492
9/19/20,US,USA,840,9,Connecticut,US,3565287,4492
9/20/20,US,USA,840,9,Connecticut,US,3565287,4492
9/21/20,US,USA,840,9,Connecticut,US,3565287,4495
9/22/20,US,USA,840,9,Connecticut,US,3565287,4496
9/23/20,US,USA,840,9,Connecticut,US,3565287,4497
9/24/20,US,USA,840,9,Connecticut,US,3565287,4499
9/25/20,US,USA,840,9,Connecticut,US,3565287,4501
9/26/20,US,USA,840,9,Connecticut,US,3565287,4501
9/27/20,US,USA,840,9,Connecticut,US,3565287,4501
9/28/20,US,USA,840,9,Connecticut,US,3565287,4503
9/29/20,US,USA,840,9,Connecticut,US,3565287,4505
9/30/20,US,USA,840,9,Connecticut,US,3565287,4508
10/1/20,US,USA,840,9,Connecticut,US,3565287,4511
10/2/20,US,USA,840,9,Connecticut,US,3565287,4513
10/3/20,US,USA,840,9,Connecticut,US,3565287,4513
10/4/20,US,USA,840,9,Connecticut,US,3565287,4513
10/5/20,US,USA,840,9,Connecticut,US,3565287,4517
10/6/20,US,USA,840,9,Connecticut,US,3565287,4521
10/7/20,US,USA,840,9,Connecticut,US,3565287,4522
10/8/20,US,USA,840,9,Connecticut,US,3565287,4527
10/9/20,US,USA,840,9,Connecticut,US,3565287,4530
10/10/20,US,USA,840,9,Connecticut,US,3565287,4530
10/11/20,US,USA,840,9,Connecticut,US,3565287,4530
10/12/20,US,USA,840,9,Connecticut,US,3565287,4532
10/13/20,US,USA,840,9,Connecticut,US,3565287,4533
10/14/20,US,USA,840,9,Connecticut,US,3565287,4537
10/15/20,US,USA,840,9,Connecticut,US,3565287,4540
10/16/20,US,USA,840,9,Connecticut,US,3565287,4542
10/17/20,US,USA,840,9,Connecticut,US,3565287,4542
10/18/20,US,USA,840,9,Connecticut,US,3565287,4542
10/19/20,US,USA,840,9,Connecticut,US,3565287,4554
10/20/20,US,USA,840,9,Connecticut,US,3565287,4559
10/21/20,US,USA,840,9,Connecticut,US,3565287,4567
10/22/20,US,USA,840,9,Connecticut,US,3565287,4569
10/23/20,US,USA,840,9,Connecticut,US,3565287,4577
10/24/20,US,USA,840,9,Connecticut,US,3565287,4577
10/25/20,US,USA,840,9,Connecticut,US,3565287,4577
10/26/20,US,USA,840,9,Connecticut,US,3565287,4589
10/27/20,US,USA,840,9,Connecticut,US,3565287,4595
10/28/20,US,USA,840,9,Connecticut,US,3565287,4604
10/29/20,US,USA,840,9,Connecticut,US,3565287,4609
10/30/20,US,USA,840,9,Connecticut,US,3565287,4616
10/31/20,US,USA,840,9,Connecticut,US,3565287,4616
11/1/20,US,USA,840,9,Connecticut,US,3565287,4616
11/2/20,US,USA,840,9,Connecticut,US,3565287,4627
11/3/20,US,USA,840,9,Connecticut,US,3565287,4635
11/4/20,US,USA,840,9,Connecticut,US,3565287,4645
11/5/20,US,USA,840,9,Connecticut,US,3565287,4656
11/6/20,US,USA,840,9,Connecticut,US,3565287,4671
11/7/20,US,USA,840,9,Connecticut,US,3565287,4671
11/8/20,US,USA,840,9,Connecticut,US,3565287,4671
11/9/20,US,USA,840,9,Connecticut,US,3565287,4698
11/10/20,US,USA,840,9,Connecticut,US,3565287,4707
11/11/20,US,USA,840,9,Connecticut,US,3565287,4716
11/12/20,US,USA,840,9,Connecticut,US,3565287,4726
11/13/20,US,USA,840,9,Connecticut,US,3565287,4737
11/14/20,US,USA,840,9,Connecticut,US,3565287,4737
11/15/20,US,USA,840,9,Connecticut,US,3565287,4737
11/16/20,US,USA,840,9,Connecticut,US,3565287,4759
11/17/20,US,USA,840,9,Connecticut,US,3565287,4771
11/18/20,US,USA,840,9,Connecticut,US,3565287,4784
11/19/20,US,USA,840,9,Connecticut,US,3565287,4805
11/20/20,US,USA,840,9,Connecticut,US,3565287,4828
11/21/20,US,USA,840,9,Connecticut,US,3565287,4828
11/22/20,US,USA,840,9,Connecticut,US,3565287,4828
11/23/20,US,USA,840,9,Connecticut,US,3565287,4871
11/24/20,US,USA,840,9,Connecticut,US,3565287,4881
11/25/20,US,USA,840,9,Connecticut,US,3565287,4926
11/26/20,US,USA,840,9,Connecticut,US,3565287,4926
11/27/20,US,USA,840,9,Connecticut,US,3565287,4961
11/28/20,US,USA,840,9,Connecticut,US,3565287,4961
11/29/20,US,USA,840,9,Connecticut,US,3565287,4961
11/30/20,US,USA,840,9,Connecticut,US,3565287,5020
12/1/20,US,USA,840,9,Connecticut,US,3565287,5040
12/2/20,US,USA,840,9,Connecticut,US,3565287,5091
12/3/20,US,USA,840,9,Connecticut,US,3565287,5111
12/4/20,US,USA,840,9,Connecticut,US,3565287,5146
12/5/20,US,USA,840,9,Connecticut,US,3565287,5146
12/6/20,US,USA,840,9,Connecticut,US,3565287,5146
12/7/20,US,USA,840,9,Connecticut,US,3565287,5224
12/8/20,US,USA,840,9,Connecticut,US,3565287,5242
12/9/20,US,USA,840,9,Connecticut,US,3565287,5285
12/10/20,US,USA,840,9,Connecticut,US,3565287,5327
12/11/20,US,USA,840,9,Connecticut,US,3565287,5363
12/12/20,US,USA,840,9,Connecticut,US,3565287,5363
12/13/20,US,USA,840,9,Connecticut,US,3565287,5363
12/14/20,US,USA,840,9,Connecticut,US,3565287,5444
12/15/20,US,USA,840,9,Connecticut,US,3565287,5466
12/16/20,US,USA,840,9,Connecticut,US,3565287,5506
12/17/20,US,USA,840,9,Connecticut,US,3565287,5552
12/18/20,US,USA,840,9,Connecticut,US,3565287,5581
12/19/20,US,USA,840,9,Connecticut,US,3565287,5581
12/20/20,US,USA,840,9,Connecticut,US,3565287,5581
12/21/20,US,USA,840,9,Connecticut,US,3565287,5676
12/22/20,US,USA,840,9,Connecticut,US,3565287,5703
12/23/20,US,USA,840,9,Connecticut,US,3565287,5736
12/24/20,US,USA,840,9,Connecticut,US,3565287,5791
12/25/20,US,USA,840,9,Connecticut,US,3565287,5791
12/26/20,US,USA,840,9,Connecticut,US,3565287,5791
12/27/20,US,USA,840,9,Connecticut,US,3565287,5791
12/28/20,US,USA,840,9,Connecticut,US,3565287,5904
12/29/20,US,USA,840,9,Connecticut,US,3565287,5924
12/30/20,US,USA,840,9,Connecticut,US,3565287,5964
12/31/20,US,USA,840,9,Connecticut,US,3565287,5995
1/1/21,US,USA,840,9,Connecticut,US,3565287,5995
1/2/21,US,USA,840,9,Connecticut,US,3565287,6099
1/3/21,US,USA,840,9,Connecticut,US,3565287,6099
1/4/21,US,USA,840,9,Connecticut,US,3565287,6168
1/5/21,US,USA,840,9,Connecticut,US,3565287,6192
1/6/21,US,USA,840,9,Connecticut,US,3565287,6230
1/7/21,US,USA,840,9,Connecticut,US,3565287,6287
1/8/21,US,USA,840,9,Connecticut,US,3565287,6324
1/9/21,US,USA,840,9,Connecticut,US,3565287,6324
1/10/21,US,USA,840,9,Connecticut,US,3565287,6324
1/11/21,US,USA,840,9,Connecticut,US,3565287,6416
1/12/21,US,USA,840,9,Connecticut,US,3565287,6449
1/13/21,US,USA,840,9,Connecticut,US,3565287,6536
1/14/21,US,USA,840,9,Connecticut,US,3565287,6553
1/15/21,US,USA,840,9,Connecticut,US,3565287,6594
1/16/21,US,USA,840,9,Connecticut,US,3565287,6594
1/17/21,US,USA,840,9,Connecticut,US,3565287,6594
