c_date,iso2,iso3,code3,FIPS,Province_State,Country_Region,Death
12/5/20,US,USA,840,6,California,US,1385540
12/6/20,US,USA,840,6,California,US,1410222
12/7/20,US,USA,840,6,California,US,1436408
12/8/20,US,USA,840,6,California,US,1470672
12/9/20,US,USA,840,6,California,US,1502578
12/10/20,US,USA,840,6,California,US,1541113
12/11/20,US,USA,840,6,California,US,1579000
12/12/20,US,USA,840,6,California,US,1610805
12/13/20,US,USA,840,6,California,US,1641371
12/14/20,US,USA,840,6,California,US,1674675
12/15/20,US,USA,840,6,California,US,1730293
12/16/20,US,USA,840,6,California,US,1786356
12/17/20,US,USA,840,6,California,US,1830833
12/18/20,US,USA,840,6,California,US,1876518
12/19/20,US,USA,840,6,California,US,1921775
12/20/20,US,USA,840,6,California,US,1958701
12/21/20,US,USA,840,6,California,US,1996334
12/22/20,US,USA,840,6,California,US,2035851
12/23/20,US,USA,840,6,California,US,2076419
12/24/20,US,USA,840,6,California,US,2120802
12/25/20,US,USA,840,6,California,US,2147693
12/26/20,US,USA,840,6,California,US,2199319
12/27/20,US,USA,840,6,California,US,2232353
12/28/20,US,USA,840,6,California,US,2270020
12/29/20,US,USA,840,6,California,US,2307036
12/30/20,US,USA,840,6,California,US,2327939
12/31/20,US,USA,840,6,California,US,2385485
1/1/21,US,USA,840,6,California,US,2435728
1/2/21,US,USA,840,6,California,US,2482063
1/3/21,US,USA,840,6,California,US,2513430
1/4/21,US,USA,840,6,California,US,2550482
1/5/21,US,USA,840,6,California,US,2585755
1/6/21,US,USA,840,6,California,US,2624945
1/7/21,US,USA,840,6,California,US,2676632
1/8/21,US,USA,840,6,California,US,2729336
1/9/21,US,USA,840,6,California,US,2778086
1/10/21,US,USA,840,6,California,US,2816983
1/11/21,US,USA,840,6,California,US,2855149
1/12/21,US,USA,840,6,California,US,2894089
1/13/21,US,USA,840,6,California,US,2931372
1/14/21,US,USA,840,6,California,US,2974232
1/15/21,US,USA,840,6,California,US,3015739
1/16/21,US,USA,840,6,California,US,3057115
1/17/21,US,USA,840,6,California,US,3086983
1/18/21,US,USA,840,6,California,US,3112797
1/19/21,US,USA,840,6,California,US,3137655
1/20/21,US,USA,840,6,California,US,3158844
1/21/21,US,USA,840,6,California,US,3182122
1/22/21,US,USA,840,6,California,US,3205300
1/23/21,US,USA,840,6,California,US,3229652
1/24/21,US,USA,840,6,California,US,3255542
1/25/21,US,USA,840,6,California,US,3272627
1/26/21,US,USA,840,6,California,US,3291231
1/27/21,US,USA,840,6,California,US,3308902
1/28/21,US,USA,840,6,California,US,3329389
1/29/21,US,USA,840,6,California,US,3349232
1/30/21,US,USA,840,6,California,US,3368962
1/31/21,US,USA,840,6,California,US,3385309
2/1/21,US,USA,840,6,California,US,3398431
2/2/21,US,USA,840,6,California,US,3410567
2/3/21,US,USA,840,6,California,US,3424511
2/4/21,US,USA,840,6,California,US,3439134
2/5/21,US,USA,840,6,California,US,3452864
2/6/21,US,USA,840,6,California,US,3467940
2/7/21,US,USA,840,6,California,US,3479469
2/8/21,US,USA,840,6,California,US,3488906
2/9/21,US,USA,840,6,California,US,3498659
2/10/21,US,USA,840,6,California,US,3507787
2/11/21,US,USA,840,6,California,US,3518765
2/12/21,US,USA,840,6,California,US,3528503
2/13/21,US,USA,840,6,California,US,3538811
2/14/21,US,USA,840,6,California,US,3545587
2/15/21,US,USA,840,6,California,US,3551368
2/16/21,US,USA,840,6,California,US,3556541
2/17/21,US,USA,840,6,California,US,3562990
2/18/21,US,USA,840,6,California,US,3570392
2/19/21,US,USA,840,6,California,US,3578087
2/20/21,US,USA,840,6,California,US,3585644
2/21/21,US,USA,840,6,California,US,3590773
2/22/21,US,USA,840,6,California,US,3594889
2/23/21,US,USA,840,6,California,US,3600964
2/24/21,US,USA,840,6,California,US,3606996
2/25/21,US,USA,840,6,California,US,3613027
2/26/21,US,USA,840,6,California,US,3619095
2/27/21,US,USA,840,6,California,US,3624426
2/28/21,US,USA,840,6,California,US,3628330
3/1/21,US,USA,840,6,California,US,3631384
3/2/21,US,USA,840,6,California,US,3635646
3/3/21,US,USA,840,6,California,US,3640018
3/4/21,US,USA,840,6,California,US,3645475
3/5/21,US,USA,840,6,California,US,3651016
3/6/21,US,USA,840,6,California,US,3655803
3/7/21,US,USA,840,6,California,US,3659499
3/8/21,US,USA,840,6,California,US,3662527
3/9/21,US,USA,840,6,California,US,3665958
3/10/21,US,USA,840,6,California,US,3669658
3/11/21,US,USA,840,6,California,US,3673537
3/12/21,US,USA,840,6,California,US,3678137
3/13/21,US,USA,840,6,California,US,3680220
3/14/21,US,USA,840,6,California,US,3682829
3/15/21,US,USA,840,6,California,US,3684496
3/16/21,US,USA,840,6,California,US,3687091
3/17/21,US,USA,840,6,California,US,3690452
3/18/21,US,USA,840,6,California,US,3694033
3/19/21,US,USA,840,6,California,US,3697395
3/20/21,US,USA,840,6,California,US,3700820
3/21/21,US,USA,840,6,California,US,3702956
3/22/21,US,USA,840,6,California,US,3705077
3/23/21,US,USA,840,6,California,US,3707284
3/24/21,US,USA,840,6,California,US,3710089
3/25/21,US,USA,840,6,California,US,3712957
3/26/21,US,USA,840,6,California,US,3716502
3/27/21,US,USA,840,6,California,US,3719607
3/28/21,US,USA,840,6,California,US,3722041
3/29/21,US,USA,840,6,California,US,3724321
3/30/21,US,USA,840,6,California,US,3726483
3/31/21,US,USA,840,6,California,US,3729065
4/1/21,US,USA,840,6,California,US,3731717
4/2/21,US,USA,840,6,California,US,3736610
4/3/21,US,USA,840,6,California,US,3738413
4/4/21,US,USA,840,6,California,US,3740044
4/5/21,US,USA,840,6,California,US,3743346
4/6/21,US,USA,840,6,California,US,3745786
4/7/21,US,USA,840,6,California,US,3748227
4/8/21,US,USA,840,6,California,US,3751015
4/9/21,US,USA,840,6,California,US,3756167
4/10/21,US,USA,840,6,California,US,3761472
4/11/21,US,USA,840,6,California,US,3764539
4/12/21,US,USA,840,6,California,US,3766348
4/13/21,US,USA,840,6,California,US,3769022
4/14/21,US,USA,840,6,California,US,3771355
4/15/21,US,USA,840,6,California,US,3774045
4/16/21,US,USA,840,6,California,US,3777131
4/17/21,US,USA,840,6,California,US,3779950
4/18/21,US,USA,840,6,California,US,3782059
4/19/21,US,USA,840,6,California,US,3783826
4/20/21,US,USA,840,6,California,US,3786206
4/21/21,US,USA,840,6,California,US,3788809
4/22/21,US,USA,840,6,California,US,3790876
4/23/21,US,USA,840,6,California,US,3791942
4/24/21,US,USA,840,6,California,US,3794288
4/25/21,US,USA,840,6,California,US,3796424
4/26/21,US,USA,840,6,California,US,3798161
4/27/21,US,USA,840,6,California,US,3799981
4/28/21,US,USA,840,6,California,US,3801682
4/29/21,US,USA,840,6,California,US,3803650
4/30/21,US,USA,840,6,California,US,3805922
5/1/21,US,USA,840,6,California,US,3808323
5/2/21,US,USA,840,6,California,US,3809956
5/3/21,US,USA,840,6,California,US,3811430
5/4/21,US,USA,840,6,California,US,3813060
5/5/21,US,USA,840,6,California,US,3814637
5/6/21,US,USA,840,6,California,US,3817430
5/7/21,US,USA,840,6,California,US,3819571
5/8/21,US,USA,840,6,California,US,3821456
5/9/21,US,USA,840,6,California,US,3822926
5/10/21,US,USA,840,6,California,US,3824139
5/11/21,US,USA,840,6,California,US,3825573
5/12/21,US,USA,840,6,California,US,3827179
5/13/21,US,USA,840,6,California,US,3829183
5/14/21,US,USA,840,6,California,US,3831198
5/15/21,US,USA,840,6,California,US,3832729
5/16/21,US,USA,840,6,California,US,3833809
5/17/21,US,USA,840,6,California,US,3834597
5/18/21,US,USA,840,6,California,US,3835674
5/19/21,US,USA,840,6,California,US,3837103
5/20/21,US,USA,840,6,California,US,3838903
5/21/21,US,USA,840,6,California,US,3840264
5/22/21,US,USA,840,6,California,US,3841635
5/23/21,US,USA,840,6,California,US,3842777
5/24/21,US,USA,840,6,California,US,3843496
5/25/21,US,USA,840,6,California,US,3844828
5/26/21,US,USA,840,6,California,US,3846362
5/27/21,US,USA,840,6,California,US,3851562
5/28/21,US,USA,840,6,California,US,3852947
5/29/21,US,USA,840,6,California,US,3854228
5/30/21,US,USA,840,6,California,US,3854938
5/31/21,US,USA,840,6,California,US,3855417
6/1/21,US,USA,840,6,California,US,3856011
6/2/21,US,USA,840,6,California,US,3856920
6/3/21,US,USA,840,6,California,US,3858104
6/4/21,US,USA,840,6,California,US,3859341
6/5/21,US,USA,840,6,California,US,3860543
6/6/21,US,USA,840,6,California,US,3861487
6/7/21,US,USA,840,6,California,US,3862360
6/8/21,US,USA,840,6,California,US,3863385
6/9/21,US,USA,840,6,California,US,3864343
6/10/21,US,USA,840,6,California,US,3865579
6/11/21,US,USA,840,6,California,US,3866678
6/12/21,US,USA,840,6,California,US,3867656
6/13/21,US,USA,840,6,California,US,3868298
6/14/21,US,USA,840,6,California,US,3869235
6/15/21,US,USA,840,6,California,US,3870041
6/16/21,US,USA,840,6,California,US,3870927
6/17/21,US,USA,840,6,California,US,3872235
6/18/21,US,USA,840,6,California,US,3873237
6/19/21,US,USA,840,6,California,US,3874396
6/20/21,US,USA,840,6,California,US,3875505
6/21/21,US,USA,840,6,California,US,3876333
6/22/21,US,USA,840,6,California,US,3877174
6/23/21,US,USA,840,6,California,US,3878688
6/24/21,US,USA,840,6,California,US,3880739
6/25/21,US,USA,840,6,California,US,3882543
6/26/21,US,USA,840,6,California,US,3884771
6/27/21,US,USA,840,6,California,US,3885982
6/28/21,US,USA,840,6,California,US,3887121
6/29/21,US,USA,840,6,California,US,3883185
6/30/21,US,USA,840,6,California,US,3884925
7/1/21,US,USA,840,6,California,US,3886719
7/2/21,US,USA,840,6,California,US,3887504
7/3/21,US,USA,840,6,California,US,3888183
7/4/21,US,USA,840,6,California,US,3888739
7/5/21,US,USA,840,6,California,US,3892664
7/6/21,US,USA,840,6,California,US,3894591
7/7/21,US,USA,840,6,California,US,3896412
7/8/21,US,USA,840,6,California,US,3898928
7/9/21,US,USA,840,6,California,US,3900252
7/10/21,US,USA,840,6,California,US,3901538
7/11/21,US,USA,840,6,California,US,3907864
7/12/21,US,USA,840,6,California,US,3911379
7/13/21,US,USA,840,6,California,US,3916177
7/14/21,US,USA,840,6,California,US,3919955
7/15/21,US,USA,840,6,California,US,3923188
7/16/21,US,USA,840,6,California,US,3926883
7/17/21,US,USA,840,6,California,US,3928883
7/18/21,US,USA,840,6,California,US,3938838
7/19/21,US,USA,840,6,California,US,3944474
7/20/21,US,USA,840,6,California,US,3951979
7/21/21,US,USA,840,6,California,US,3958197
7/22/21,US,USA,840,6,California,US,3966489
7/23/21,US,USA,840,6,California,US,3967550
7/24/21,US,USA,840,6,California,US,3973302
7/25/21,US,USA,840,6,California,US,3988421
7/26/21,US,USA,840,6,California,US,3997702
7/27/21,US,USA,840,6,California,US,4005734
7/28/21,US,USA,840,6,California,US,4013822
7/29/21,US,USA,840,6,California,US,4024582
7/30/21,US,USA,840,6,California,US,4029251
7/31/21,US,USA,840,6,California,US,4032792
8/1/21,US,USA,840,6,California,US,4057067
8/2/21,US,USA,840,6,California,US,4066870
8/3/21,US,USA,840,6,California,US,4076985
8/4/21,US,USA,840,6,California,US,4087229
8/5/21,US,USA,840,6,California,US,4102401
8/6/21,US,USA,840,6,California,US,4116376
8/7/21,US,USA,840,6,California,US,4129099
8/8/21,US,USA,840,6,California,US,4138701
8/9/21,US,USA,840,6,California,US,4151763
8/10/21,US,USA,840,6,California,US,4163064
8/11/21,US,USA,840,6,California,US,4174247
8/12/21,US,USA,840,6,California,US,4188607
8/13/21,US,USA,840,6,California,US,4204339
8/14/21,US,USA,840,6,California,US,4217492
8/15/21,US,USA,840,6,California,US,4228199
8/16/21,US,USA,840,6,California,US,4241547
8/17/21,US,USA,840,6,California,US,4256956
8/18/21,US,USA,840,6,California,US,4270773
8/19/21,US,USA,840,6,California,US,4286144
8/20/21,US,USA,840,6,California,US,4311527
8/21/21,US,USA,840,6,California,US,4325542
8/22/21,US,USA,840,6,California,US,4335316
8/23/21,US,USA,840,6,California,US,4349352
8/24/21,US,USA,840,6,California,US,4362567
8/25/21,US,USA,840,6,California,US,4375815
8/26/21,US,USA,840,6,California,US,4390370
8/27/21,US,USA,840,6,California,US,4406718
8/28/21,US,USA,840,6,California,US,4421101
8/29/21,US,USA,840,6,California,US,4432428
8/30/21,US,USA,840,6,California,US,4445282
8/31/21,US,USA,840,6,California,US,4469521
9/1/21,US,USA,840,6,California,US,4481453
9/2/21,US,USA,840,6,California,US,4494022
9/3/21,US,USA,840,6,California,US,4506526
9/4/21,US,USA,840,6,California,US,4517882
9/5/21,US,USA,840,6,California,US,4526418
9/6/21,US,USA,840,6,California,US,4533644
9/7/21,US,USA,840,6,California,US,4544887
9/8/21,US,USA,840,6,California,US,4553660
9/9/21,US,USA,840,6,California,US,4561525
9/10/21,US,USA,840,6,California,US,4577510
9/11/21,US,USA,840,6,California,US,4585970
9/12/21,US,USA,840,6,California,US,4592210
9/13/21,US,USA,840,6,California,US,4607674
9/14/21,US,USA,840,6,California,US,4616848
9/15/21,US,USA,840,6,California,US,4625456
9/16/21,US,USA,840,6,California,US,4635716
9/17/21,US,USA,840,6,California,US,4645773
9/18/21,US,USA,840,6,California,US,4654331
9/19/21,US,USA,840,6,California,US,4660201
9/20/21,US,USA,840,6,California,US,4668696
9/21/21,US,USA,840,6,California,US,4676433
9/22/21,US,USA,840,6,California,US,4683936
9/23/21,US,USA,840,6,California,US,4691476
9/24/21,US,USA,840,6,California,US,4694143
9/25/21,US,USA,840,6,California,US,4695937
9/26/21,US,USA,840,6,California,US,4713563
9/27/21,US,USA,840,6,California,US,4721162
9/28/21,US,USA,840,6,California,US,4728488
9/29/21,US,USA,840,6,California,US,4735208
9/30/21,US,USA,840,6,California,US,4743715
10/1/21,US,USA,840,6,California,US,4746418
10/2/21,US,USA,840,6,California,US,4748001
10/3/21,US,USA,840,6,California,US,4762814
10/4/21,US,USA,840,6,California,US,4768356
10/5/21,US,USA,840,6,California,US,4774227
10/6/21,US,USA,840,6,California,US,4779700
10/7/21,US,USA,840,6,California,US,4786776
10/8/21,US,USA,840,6,California,US,4789038
10/9/21,US,USA,840,6,California,US,4790404
10/10/21,US,USA,840,6,California,US,4803763
10/11/21,US,USA,840,6,California,US,4808668
10/12/21,US,USA,840,6,California,US,4814264
10/13/21,US,USA,840,6,California,US,4818747
10/14/21,US,USA,840,6,California,US,4824227
10/15/21,US,USA,840,6,California,US,4827586
10/16/21,US,USA,840,6,California,US,4827796
10/17/21,US,USA,840,6,California,US,4841380
10/18/21,US,USA,840,6,California,US,4847004
10/19/21,US,USA,840,6,California,US,4851834
10/20/21,US,USA,840,6,California,US,4857717
10/21/21,US,USA,840,6,California,US,4864492
10/22/21,US,USA,840,6,California,US,4866544
10/23/21,US,USA,840,6,California,US,4867926
10/24/21,US,USA,840,6,California,US,4869061
10/25/21,US,USA,840,6,California,US,4889081
10/26/21,US,USA,840,6,California,US,4894217
10/27/21,US,USA,840,6,California,US,4899785
10/28/21,US,USA,840,6,California,US,4907383
10/29/21,US,USA,840,6,California,US,4909921
10/30/21,US,USA,840,6,California,US,4911515
10/31/21,US,USA,840,6,California,US,4924646
11/1/21,US,USA,840,6,California,US,4932062
11/2/21,US,USA,840,6,California,US,4936735
11/3/21,US,USA,840,6,California,US,4942231
11/4/21,US,USA,840,6,California,US,4950510
11/5/21,US,USA,840,6,California,US,4953673
11/6/21,US,USA,840,6,California,US,4955449
11/7/21,US,USA,840,6,California,US,4967878
11/8/21,US,USA,840,6,California,US,4975123
11/9/21,US,USA,840,6,California,US,4979890
11/10/21,US,USA,840,6,California,US,4984979
11/11/21,US,USA,840,6,California,US,4987272
11/12/21,US,USA,840,6,California,US,4997039
11/13/21,US,USA,840,6,California,US,4999922
11/14/21,US,USA,840,6,California,US,5006340
11/15/21,US,USA,840,6,California,US,5010862
11/16/21,US,USA,840,6,California,US,5016219
11/17/21,US,USA,840,6,California,US,5021456
11/18/21,US,USA,840,6,California,US,5027203
11/19/21,US,USA,840,6,California,US,5030100
11/20/21,US,USA,840,6,California,US,5032067
11/21/21,US,USA,840,6,California,US,5042293
11/22/21,US,USA,840,6,California,US,5046989
11/23/21,US,USA,840,6,California,US,5051580
11/24/21,US,USA,840,6,California,US,5053691
11/25/21,US,USA,840,6,California,US,5053789
11/26/21,US,USA,840,6,California,US,5056012
11/27/21,US,USA,840,6,California,US,5056792
11/28/21,US,USA,840,6,California,US,5071615
11/29/21,US,USA,840,6,California,US,5077233
11/30/21,US,USA,840,6,California,US,5082937
12/1/21,US,USA,840,6,California,US,5088253
12/2/21,US,USA,840,6,California,US,5096576
12/3/21,US,USA,840,6,California,US,5100053
12/4/21,US,USA,840,6,California,US,5102543
12/5/21,US,USA,840,6,California,US,5117584
12/6/21,US,USA,840,6,California,US,5124788
12/7/21,US,USA,840,6,California,US,5129576
12/8/21,US,USA,840,6,California,US,5137774
12/9/21,US,USA,840,6,California,US,5144513
12/10/21,US,USA,840,6,California,US,5147895
12/11/21,US,USA,840,6,California,US,5149862
12/12/21,US,USA,840,6,California,US,5162593
12/13/21,US,USA,840,6,California,US,5168893
12/14/21,US,USA,840,6,California,US,5175267
12/15/21,US,USA,840,6,California,US,5181302
12/16/21,US,USA,840,6,California,US,5189388
12/17/21,US,USA,840,6,California,US,5194324
12/18/21,US,USA,840,6,California,US,5198280
12/19/21,US,USA,840,6,California,US,5215082
12/20/21,US,USA,840,6,California,US,5225651
12/21/21,US,USA,840,6,California,US,5237537
12/22/21,US,USA,840,6,California,US,5253387
12/23/21,US,USA,840,6,California,US,5274266
12/24/21,US,USA,840,6,California,US,5287308
12/25/21,US,USA,840,6,California,US,5287938
12/26/21,US,USA,840,6,California,US,5309955
12/27/21,US,USA,840,6,California,US,5358810
12/28/21,US,USA,840,6,California,US,5388609
12/29/21,US,USA,840,6,California,US,5428574
12/30/21,US,USA,840,6,California,US,5483387
12/31/21,US,USA,840,6,California,US,5519403
1/1/22,US,USA,840,6,California,US,5520951
1/2/22,US,USA,840,6,California,US,5568324
1/3/22,US,USA,840,6,California,US,5708128
1/4/22,US,USA,840,6,California,US,5790761
1/5/22,US,USA,840,6,California,US,5849120
1/6/22,US,USA,840,6,California,US,5963361
1/7/22,US,USA,840,6,California,US,6024578
1/8/22,US,USA,840,6,California,US,6061354
1/9/22,US,USA,840,6,California,US,6258443
1/10/22,US,USA,840,6,California,US,6389855
1/11/22,US,USA,840,6,California,US,6541527
1/12/22,US,USA,840,6,California,US,6654740
1/13/22,US,USA,840,6,California,US,6803037
1/14/22,US,USA,840,6,California,US,6869048
1/15/22,US,USA,840,6,California,US,6912708
1/16/22,US,USA,840,6,California,US,7119602
1/17/22,US,USA,840,6,California,US,7220961
1/18/22,US,USA,840,6,California,US,7300856
1/19/22,US,USA,840,6,California,US,7428815
1/20/22,US,USA,840,6,California,US,7563059
1/21/22,US,USA,840,6,California,US,7641103
1/22/22,US,USA,840,6,California,US,7681751
1/23/22,US,USA,840,6,California,US,7860632
1/24/22,US,USA,840,6,California,US,7968698
1/25/22,US,USA,840,6,California,US,8061529
1/26/22,US,USA,840,6,California,US,8126572
1/27/22,US,USA,840,6,California,US,8214905
1/28/22,US,USA,840,6,California,US,8254951
1/29/22,US,USA,840,6,California,US,8277366
1/30/22,US,USA,840,6,California,US,8390643
1/31/22,US,USA,840,6,California,US,8438413
2/1/22,US,USA,840,6,California,US,8479222
2/2/22,US,USA,840,6,California,US,8510836
2/3/22,US,USA,840,6,California,US,8562063
2/4/22,US,USA,840,6,California,US,8584356
2/5/22,US,USA,840,6,California,US,8594674
2/6/22,US,USA,840,6,California,US,8628494
2/7/22,US,USA,840,6,California,US,8674715
2/8/22,US,USA,840,6,California,US,8746903
2/9/22,US,USA,840,6,California,US,8760738
2/10/22,US,USA,840,6,California,US,8783016
2/11/22,US,USA,840,6,California,US,8793812
2/12/22,US,USA,840,6,California,US,8798751
2/13/22,US,USA,840,6,California,US,8828042
2/14/22,US,USA,840,6,California,US,8841700
2/15/22,US,USA,840,6,California,US,8852814
2/16/22,US,USA,840,6,California,US,8869336
2/17/22,US,USA,840,6,California,US,8884271
2/18/22,US,USA,840,6,California,US,8891845
2/19/22,US,USA,840,6,California,US,8895131
2/20/22,US,USA,840,6,California,US,8897840
2/21/22,US,USA,840,6,California,US,8921025
2/22/22,US,USA,840,6,California,US,8930332
2/23/22,US,USA,840,6,California,US,8939967
2/24/22,US,USA,840,6,California,US,8953448
2/25/22,US,USA,840,6,California,US,8957548
2/26/22,US,USA,840,6,California,US,8959694
2/27/22,US,USA,840,6,California,US,8970299
2/28/22,US,USA,840,6,California,US,8977766
3/1/22,US,USA,840,6,California,US,8981736
3/2/22,US,USA,840,6,California,US,8987156
3/3/22,US,USA,840,6,California,US,8997446
3/4/22,US,USA,840,6,California,US,9003969
3/5/22,US,USA,840,6,California,US,9005322
1/22/20,US,USA,840,8,Colorado,US,0
1/23/20,US,USA,840,8,Colorado,US,0
1/24/20,US,USA,840,8,Colorado,US,0
1/25/20,US,USA,840,8,Colorado,US,0
1/26/20,US,USA,840,8,Colorado,US,0
1/27/20,US,USA,840,8,Colorado,US,0
1/28/20,US,USA,840,8,Colorado,US,0
1/29/20,US,USA,840,8,Colorado,US,0
1/30/20,US,USA,840,8,Colorado,US,0
1/31/20,US,USA,840,8,Colorado,US,0
2/1/20,US,USA,840,8,Colorado,US,0
2/2/20,US,USA,840,8,Colorado,US,0
2/3/20,US,USA,840,8,Colorado,US,0
2/4/20,US,USA,840,8,Colorado,US,0
2/5/20,US,USA,840,8,Colorado,US,0
2/6/20,US,USA,840,8,Colorado,US,0
2/7/20,US,USA,840,8,Colorado,US,0
2/8/20,US,USA,840,8,Colorado,US,0
2/9/20,US,USA,840,8,Colorado,US,0
2/10/20,US,USA,840,8,Colorado,US,0
2/11/20,US,USA,840,8,Colorado,US,0
2/12/20,US,USA,840,8,Colorado,US,0
2/13/20,US,USA,840,8,Colorado,US,0
2/14/20,US,USA,840,8,Colorado,US,0
2/15/20,US,USA,840,8,Colorado,US,0
2/16/20,US,USA,840,8,Colorado,US,0
2/17/20,US,USA,840,8,Colorado,US,0
2/18/20,US,USA,840,8,Colorado,US,0
2/19/20,US,USA,840,8,Colorado,US,0
2/20/20,US,USA,840,8,Colorado,US,0
2/21/20,US,USA,840,8,Colorado,US,0
2/22/20,US,USA,840,8,Colorado,US,0
2/23/20,US,USA,840,8,Colorado,US,0
2/24/20,US,USA,840,8,Colorado,US,0
2/25/20,US,USA,840,8,Colorado,US,0
2/26/20,US,USA,840,8,Colorado,US,0
2/27/20,US,USA,840,8,Colorado,US,0
2/28/20,US,USA,840,8,Colorado,US,0
2/29/20,US,USA,840,8,Colorado,US,0
3/1/20,US,USA,840,8,Colorado,US,0
3/2/20,US,USA,840,8,Colorado,US,0
3/3/20,US,USA,840,8,Colorado,US,0
3/4/20,US,USA,840,8,Colorado,US,0
3/5/20,US,USA,840,8,Colorado,US,2
3/6/20,US,USA,840,8,Colorado,US,8
3/7/20,US,USA,840,8,Colorado,US,8
3/8/20,US,USA,840,8,Colorado,US,8
3/9/20,US,USA,840,8,Colorado,US,12
3/10/20,US,USA,840,8,Colorado,US,17
3/11/20,US,USA,840,8,Colorado,US,34
3/12/20,US,USA,840,8,Colorado,US,49
3/13/20,US,USA,840,8,Colorado,US,78
3/14/20,US,USA,840,8,Colorado,US,103
3/15/20,US,USA,840,8,Colorado,US,136
3/16/20,US,USA,840,8,Colorado,US,161
3/17/20,US,USA,840,8,Colorado,US,183
3/18/20,US,USA,840,8,Colorado,US,216
3/19/20,US,USA,840,8,Colorado,US,278
3/20/20,US,USA,840,8,Colorado,US,364
3/21/20,US,USA,840,8,Colorado,US,475
3/22/20,US,USA,840,8,Colorado,US,595
3/23/20,US,USA,840,8,Colorado,US,723
3/24/20,US,USA,840,8,Colorado,US,912
3/25/20,US,USA,840,8,Colorado,US,1087
3/26/20,US,USA,840,8,Colorado,US,1430
3/27/20,US,USA,840,8,Colorado,US,1738
3/28/20,US,USA,840,8,Colorado,US,2061
3/29/20,US,USA,840,8,Colorado,US,2308
3/30/20,US,USA,840,8,Colorado,US,2627
3/31/20,US,USA,840,8,Colorado,US,2966
4/1/20,US,USA,840,8,Colorado,US,3342
4/2/20,US,USA,840,8,Colorado,US,3728
4/3/20,US,USA,840,8,Colorado,US,4173
4/4/20,US,USA,840,8,Colorado,US,4565
4/5/20,US,USA,840,8,Colorado,US,4950
4/6/20,US,USA,840,8,Colorado,US,5183
4/7/20,US,USA,840,8,Colorado,US,5429
4/8/20,US,USA,840,8,Colorado,US,5655
4/9/20,US,USA,840,8,Colorado,US,6202
4/10/20,US,USA,840,8,Colorado,US,6513
4/11/20,US,USA,840,8,Colorado,US,6893
4/12/20,US,USA,840,8,Colorado,US,7307
4/13/20,US,USA,840,8,Colorado,US,7696
4/14/20,US,USA,840,8,Colorado,US,7950
4/15/20,US,USA,840,8,Colorado,US,8280
4/16/20,US,USA,840,8,Colorado,US,8675
4/17/20,US,USA,840,8,Colorado,US,9047
4/18/20,US,USA,840,8,Colorado,US,9440
4/19/20,US,USA,840,8,Colorado,US,9730
4/20/20,US,USA,840,8,Colorado,US,10112
4/21/20,US,USA,840,8,Colorado,US,10473
4/22/20,US,USA,840,8,Colorado,US,10891
4/23/20,US,USA,840,8,Colorado,US,11278
4/24/20,US,USA,840,8,Colorado,US,12256
4/25/20,US,USA,840,8,Colorado,US,12968
4/26/20,US,USA,840,8,Colorado,US,13441
4/27/20,US,USA,840,8,Colorado,US,13879
4/28/20,US,USA,840,8,Colorado,US,14316
4/29/20,US,USA,840,8,Colorado,US,14758
4/30/20,US,USA,840,8,Colorado,US,15284
5/1/20,US,USA,840,8,Colorado,US,15793
5/2/20,US,USA,840,8,Colorado,US,16225
5/3/20,US,USA,840,8,Colorado,US,16635
5/4/20,US,USA,840,8,Colorado,US,16918
5/5/20,US,USA,840,8,Colorado,US,17367
5/6/20,US,USA,840,8,Colorado,US,17832
5/7/20,US,USA,840,8,Colorado,US,18370
5/8/20,US,USA,840,8,Colorado,US,18827
5/9/20,US,USA,840,8,Colorado,US,19375
5/10/20,US,USA,840,8,Colorado,US,19703
5/11/20,US,USA,840,8,Colorado,US,19879
5/12/20,US,USA,840,8,Colorado,US,20157
5/13/20,US,USA,840,8,Colorado,US,20475
5/14/20,US,USA,840,8,Colorado,US,20838
5/15/20,US,USA,840,8,Colorado,US,21232
5/16/20,US,USA,840,8,Colorado,US,21633
5/17/20,US,USA,840,8,Colorado,US,21938
5/18/20,US,USA,840,8,Colorado,US,22202
5/19/20,US,USA,840,8,Colorado,US,22482
5/20/20,US,USA,840,8,Colorado,US,22797
5/21/20,US,USA,840,8,Colorado,US,23191
5/22/20,US,USA,840,8,Colorado,US,23487
5/23/20,US,USA,840,8,Colorado,US,23964
5/24/20,US,USA,840,8,Colorado,US,24174
5/25/20,US,USA,840,8,Colorado,US,24269
5/26/20,US,USA,840,8,Colorado,US,24565
5/27/20,US,USA,840,8,Colorado,US,24767
5/28/20,US,USA,840,8,Colorado,US,25121
5/29/20,US,USA,840,8,Colorado,US,25612
5/30/20,US,USA,840,8,Colorado,US,26098
5/31/20,US,USA,840,8,Colorado,US,26378
6/1/20,US,USA,840,8,Colorado,US,26577
6/2/20,US,USA,840,8,Colorado,US,26788
6/3/20,US,USA,840,8,Colorado,US,27060
6/4/20,US,USA,840,8,Colorado,US,27360
6/5/20,US,USA,840,8,Colorado,US,27615
6/6/20,US,USA,840,8,Colorado,US,27848
6/7/20,US,USA,840,8,Colorado,US,28001
6/8/20,US,USA,840,8,Colorado,US,28183
6/9/20,US,USA,840,8,Colorado,US,28347
6/10/20,US,USA,840,8,Colorado,US,28499
